"TransactionID			",Report Type,Status,ProcessLog,RunDate
This Is Start Line,This Is Start Line,This Is Start Line,This Is Start Line,This Is Start Line
General,General,Process,Dear Team,<br><br>Robot has started RPA {Your Process Name}.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,23-08-2023 01:59:19
General,General,General,Reading Config File....,23-08-2023 01:59:23
General,General,General,Config Data has been added to dictionary,23-08-2023 01:59:23
General,General,General,Total Number of Transaction to be Processed:21,23-08-2023 01:59:24
General,General,General,Folder is Created at location for output folder:Data\Output\23-08-2023\GTORDER_7,23-08-2023 01:59:24
General,General,General,Output Report File Creation Completed,23-08-2023 01:59:24
General,General,Failure,Application Access Failure,23-08-2023 01:59:24
General,General,General,RPA {Your Process} Process Interrupted due to :Application Access Failure at: Throw,23-08-2023 01:59:31
General,General,Process,Dear Team,<br><br>Robot has started RPA {Your Process Name}.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,23-08-2023 02:02:49
General,General,General,Reading Config File....,23-08-2023 02:02:52
General,General,General,Config Data has been added to dictionary,23-08-2023 02:02:53
General,General,General,Total Number of Transaction to be Processed:21,23-08-2023 02:02:53
General,General,General,Folder is Created at location for output folder:Data\Output\23-08-2023\GTORDER_8,23-08-2023 02:02:53
General,General,General,Output Report File Creation Completed,23-08-2023 02:02:53
General,General,General,Website Accessible,23-08-2023 02:02:53
General,General,Process,Dear Team,<br><br>Robot has started RPA {Your Process Name}.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,23-08-2023 02:06:59
General,General,General,Reading Config File....,23-08-2023 02:07:03
General,General,General,Config Data has been added to dictionary,23-08-2023 02:07:03
General,General,General,Total Number of Transaction to be Processed:21,23-08-2023 02:07:03
General,General,General,Folder is Created at location for output folder:Data\Output\23-08-2023\GTORDER_9,23-08-2023 02:07:03
General,General,General,Output Report File Creation Completed,23-08-2023 02:07:03
General,General,General,Website Accessible,23-08-2023 02:07:03
General,General,Process,Dear Team,<br><br>Robot has started RPA {Your Process Name}.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,23-08-2023 02:07:50
General,General,General,Reading Config File....,23-08-2023 02:07:53
General,General,General,Config Data has been added to dictionary,23-08-2023 02:07:53
General,General,General,Total Number of Transaction to be Processed:21,23-08-2023 02:07:53
General,General,General,Folder is Created at location for output folder:Data\Output\23-08-2023\GTORDER_10,23-08-2023 02:07:54
General,General,General,Output Report File Creation Completed,23-08-2023 02:07:54
General,General,General,Website Accessible,23-08-2023 02:07:54
1,General,Process,Processing Transaction Number:1,23-08-2023 02:07:54
1,General,Process,Transaction Started for Transaction ID:1,23-08-2023 02:07:54
2,General,Process,Processing Transaction Number:2,23-08-2023 02:07:57
2,General,Process,Transaction Started for Transaction ID:2,23-08-2023 02:07:57
3,General,Process,Processing Transaction Number:3,23-08-2023 02:08:03
3,General,Process,Transaction Started for Transaction ID:3,23-08-2023 02:08:03
4,General,Process,Processing Transaction Number:4,23-08-2023 02:08:06
4,General,Process,Transaction Started for Transaction ID:4,23-08-2023 02:08:06
5,General,Process,Processing Transaction Number:5,23-08-2023 02:08:09
5,General,Process,Transaction Started for Transaction ID:5,23-08-2023 02:08:09
6,General,Process,Processing Transaction Number:6,23-08-2023 02:08:12
6,General,Process,Transaction Started for Transaction ID:6,23-08-2023 02:08:12
7,General,Process,Processing Transaction Number:7,23-08-2023 02:08:15
7,General,Process,Transaction Started for Transaction ID:7,23-08-2023 02:08:15
8,General,Process,Processing Transaction Number:8,23-08-2023 02:08:18
8,General,Process,Transaction Started for Transaction ID:8,23-08-2023 02:08:18
9,General,Process,Processing Transaction Number:9,23-08-2023 02:08:21
9,General,Process,Transaction Started for Transaction ID:9,23-08-2023 02:08:21
10,General,Process,Processing Transaction Number:10,23-08-2023 02:08:24
10,General,Process,Transaction Started for Transaction ID:10,23-08-2023 02:08:24
11,General,Process,Processing Transaction Number:11,23-08-2023 02:08:27
11,General,Process,Transaction Started for Transaction ID:11,23-08-2023 02:08:27
12,General,Process,Processing Transaction Number:12,23-08-2023 02:08:30
12,General,Process,Transaction Started for Transaction ID:12,23-08-2023 02:08:30
13,General,Process,Processing Transaction Number:13,23-08-2023 02:08:33
13,General,Process,Transaction Started for Transaction ID:13,23-08-2023 02:08:33
14,General,Process,Processing Transaction Number:14,23-08-2023 02:08:36
14,General,Process,Transaction Started for Transaction ID:14,23-08-2023 02:08:36
15,General,Process,Processing Transaction Number:15,23-08-2023 02:08:39
15,General,Process,Transaction Started for Transaction ID:15,23-08-2023 02:08:39
16,General,Process,Processing Transaction Number:16,23-08-2023 02:08:42
16,General,Process,Transaction Started for Transaction ID:16,23-08-2023 02:08:42
17,General,Process,Processing Transaction Number:17,23-08-2023 02:08:45
17,General,Process,Transaction Started for Transaction ID:17,23-08-2023 02:08:45
18,General,Process,Processing Transaction Number:18,23-08-2023 02:08:48
18,General,Process,Transaction Started for Transaction ID:18,23-08-2023 02:08:48
19,General,Process,Processing Transaction Number:19,23-08-2023 02:08:51
19,General,Process,Transaction Started for Transaction ID:19,23-08-2023 02:08:51
20,General,Process,Processing Transaction Number:20,23-08-2023 02:08:55
20,General,Process,Transaction Started for Transaction ID:20,23-08-2023 02:08:55
21,General,Process,Processing Transaction Number:21,23-08-2023 02:08:58
21,General,Process,Transaction Started for Transaction ID:21,23-08-2023 02:08:58
General,General,General,RPA {Your Process Name} Completed.,23-08-2023 02:09:07
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,23-08-2023 04:37:33
General,General,General,Reading Config File....,23-08-2023 04:37:37
General,General,General,RPA {Your Process} Process Interrupted due to :The process cannot access the file 'C:\Users\sudee\Downloads\STEP RPA ReframeworkFinal\GT_Order_Process\Data\Config.xlsx' because it is being used by another process. at: Read range (Settings and Constants sheets),23-08-2023 04:37:40
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,23-08-2023 04:39:13
General,General,General,Reading Config File....,23-08-2023 04:39:16
General,General,General,Config Data has been added to dictionary,23-08-2023 04:39:16
General,General,General,Total Number of Transaction to be Processed:0,23-08-2023 04:39:17
General,General,General,Folder is Created at location for output folder:Data\Output\23-08-2023\GTORDER_11,23-08-2023 04:39:17
General,General,General,Output Report File Creation Completed,23-08-2023 04:39:17
General,General,General,Website Accessible,23-08-2023 04:39:17
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,23-08-2023 04:40:25
General,General,General,Reading Config File....,23-08-2023 04:40:28
General,General,General,Config Data has been added to dictionary,23-08-2023 04:40:28
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,23-08-2023 04:42:58
General,General,General,Reading Config File....,23-08-2023 04:43:01
General,General,General,Config Data has been added to dictionary,23-08-2023 04:43:02
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,23-08-2023 04:47:15
General,General,General,Reading Config File....,23-08-2023 04:47:19
General,General,General,Config Data has been added to dictionary,23-08-2023 04:47:19
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,23-08-2023 05:07:12
General,General,General,Reading Config File....,23-08-2023 05:07:15
General,General,General,Config Data has been added to dictionary,23-08-2023 05:07:16
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,23-08-2023 05:10:10
General,General,General,Reading Config File....,23-08-2023 05:10:13
General,General,General,Config Data has been added to dictionary,23-08-2023 05:10:13
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,23-08-2023 05:16:05
General,General,General,Reading Config File....,23-08-2023 05:16:08
General,General,General,Config Data has been added to dictionary,23-08-2023 05:16:09
General,General,General,Total Number of Transaction to be Processed:0,23-08-2023 05:16:47
General,General,General,Folder is Created at location for output folder:Data\Output\23-08-2023\GTORDER_17,23-08-2023 05:16:47
General,General,General,Output Report File Creation Completed,23-08-2023 05:16:47
General,General,General,Website Accessible,23-08-2023 05:16:48
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
